date,machine_id,assembly_line_no,hydraulic_pressurebar,coolant_pressurebar,air_system_pressurebar,coolant_temperature,hydraulic_oil_temperaturec,spindle_bearing_temperaturec,spindle_vibrationm,tool_vibrationm,spindle_speedrpm,voltagevolts,torquenm,cuttingkn,downtime,date_parsed,year,month,day,day_of_week,is_weekend,hydraulic_pressurebar_is_outlier,coolant_pressurebar_is_outlier,air_system_pressurebar_is_outlier,coolant_temperature_is_outlier,hydraulic_oil_temperaturec_is_outlier,spindle_bearing_temperaturec_is_outlier,spindle_vibrationm_is_outlier,tool_vibrationm_is_outlier,spindle_speedrpm_is_outlier,voltagevolts_is_outlier,torquenm_is_outlier,cuttingkn_is_outlier,downtime_flag,reason_preview,temp_diff,vibration_total,pressure_ratio,normalized_speed,load_index
22-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,133.8136379,5.629777874,6.408037746,26.1,48.0,31.8,0.973,21.789,13272.0,411.0,33.92336502,3.02,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-21.9,22.762,23.768901881189922,0.4747290481811353,24.652355513999996
22-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,119.7390962,3.895031347,6.554263198,27.5,42.0,35.6,1.475,38.799,16198.0,320.0,35.58033366,3.33,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-14.5,40.274,30.741497444487702,0.5793897771577781,25.905233562
22-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,122.5069063,5.631572422,6.850637206,26.2,46.6,32.2,0.91,24.045,16198.0,383.0,21.17645493,2.88,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-20.400000000000002,24.955000000000002,21.75358800704064,0.5793897771577781,15.687518450999999
22-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,119.3726645,3.895031347,7.018075421,26.2,51.6,34.5,1.417,18.791,22561.0,371.0,32.51929855,2.93,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-25.400000000000002,20.208000000000002,30.647420743338113,0.8069893050041135,23.642508985000003
22-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,103.6104816,3.053451378,6.22336638,21.3,50.6,45.1,0.422,34.076,20025.0,353.0,24.78465372,3.09,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,-29.3,34.498,33.93225199081588,0.7162785706620882,18.276257603999998
22-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,125.4427534,3.126011472,6.185319144,26.1,53.0,34.0,1.381,17.395,22525.0,406.0,21.19431743,1.88,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-26.9,18.776,40.1286925923348,0.8057016131916872,15.400022201
22-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,77.59,4.258445857,5.692249117,18.5,49.7,37.6,1.106,17.026,17076.0,417.0,27.95748419,3.67,Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-31.200000000000003,18.132,18.22026218143837,0.6107951496941731,20.671238932999998
22-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,98.11458367,6.19513842,5.68924092,10.6,47.0,34.5,0.585,16.025,16198.0,382.0,19.60261148,2.74,No_Machine_Failure,2022-03-22,2022,3,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-36.4,16.61,15.837351325880464,0.5793897771577781,14.543828036
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,112.4671362,3.895031347,5.740604401,9.9,43.5,31.5,0.898,17.291,13272.0,319.0,35.58033366,1.87,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-33.6,18.189,28.874513753688667,0.4747290481811353,25.467233562
22-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,130.5669323,5.383469576,6.564623622,5.7,44.1,37.2,1.162,23.726,21592.0,370.0,34.97300419,1.91,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-38.4,24.887999999999998,24.25330550433113,0.7723289337196408,25.054102932999996
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,71.46602,3.817833591,6.75738609,5.7,49.5,41.3,0.976,17.467,17726.0,384.0,22.15836621,2.92,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-43.8,18.442999999999998,18.718998169137333,0.6340451407518689,16.386856347
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,122.1284337,3.164804649,6.492805329,4.5,52.3,32.4,1.17,40.608,16198.0,384.0,33.92336502,1.95,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-47.8,41.778,38.58956467932059,0.5793897771577781,24.331355514
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,156.9710978,3.164804649,6.375984887,5.7,46.1,40.4,1.135,22.771,13272.0,292.0,21.99502419,2.88,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-40.4,23.906000000000002,49.59898483768942,0.4747290481811353,16.260516932999998
22-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,75.64,6.863944117,6.539740114,26.4,47.7,36.0,1.498,35.369,20504.0,322.0,24.32993579,2.83,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-21.300000000000004,36.867,11.019903237944733,0.7334120256107594,17.879955053
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,123.7878939,3.105982448,6.572972853,12.2,53.4,44.1,1.378,15.851,15217.0,348.0,32.51929855,1.99,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-41.2,17.229,39.85466626822355,0.5443001752691634,23.360508985000003
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,57.26,4.84252053,5.418400521,4.7,45.6,36.8,1.249,16.751,19596.0,301.0,24.36221678,3.55,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-40.9,18.0,11.82442070101043,0.700933576564009,18.118551746
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,155.5153187,3.126011472,6.506733217,10.6,47.3,27.9,0.977,24.693,17726.0,328.0,30.51400825,3.06,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-36.699999999999996,25.67,49.748799738249964,0.6340451407518689,22.277805774999997
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,113.2963355,5.420819351,6.166216842,11.9,47.0,33.7,1.021,18.018,21695.0,258.0,22.00516248,2.86,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-35.1,19.039,20.900223409787632,0.7760131630718604,16.261613735999997
22-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,65.28,4.86722127,6.221966258,6.4,42.0,30.8,0.967,29.221,19621.0,298.0,24.33117578,3.69,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-35.6,30.188,13.412170184734585,0.701827806989305,18.138823046
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,108.4484153,3.053451378,6.299988481,6.8,45.9,39.5,0.844,35.513,17726.0,281.0,34.97300419,2.11,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-39.1,36.357,35.516666838504996,0.6340451407518689,25.114102932999995
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,112.6495738,3.895031347,6.179303608,9.9,47.6,35.1,0.83,17.411,16198.0,377.0,22.0163254,2.87,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-37.7,18.241,28.921352298426058,0.5793897771577781,16.272427779999997
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,129.7383251,3.053148837,5.667465876,23.9,50.7,34.0,0.639,26.724,21576.0,227.5,33.35511961,3.03,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,1,0,0,0,Normal,-26.800000000000004,27.363,42.49328546572916,0.7717566262474514,24.257583727
22-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,125.9207283,3.888834693,6.347921543,8.7,42.9,36.8,1.144,21.255,15217.0,323.0,22.01429494,2.86,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-34.2,22.398999999999997,32.38006709996196,0.5443001752691634,16.268006458
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,58.93,4.863336017,6.740487997,25.1,47.9,33.6,1.146,30.837,19609.0,310.0,24.34606558,3.55,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-22.799999999999997,31.983,12.11719687761809,0.7013985763851629,18.107245906
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,99.98029811,5.362001026,6.386920796,5.7,43.3,38.0,1.148,17.274,21528.0,393.0,33.92336502,2.17,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-37.599999999999994,18.422,18.646079630571112,0.7700397038308832,24.397355513999997
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,73.91,6.839413159,6.741009493,25.6,52.8,36.0,1.393,23.964,26605.0,381.0,24.56024282,2.77,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-27.199999999999996,25.357,10.806482702794705,0.9516400185999928,18.023169973999998
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,83.36,6.893181921,6.134026773,11.4,45.5,38.5,0.715,19.551,19621.0,340.0,24.33117578,3.58,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-34.1,20.266,12.09310895249184,0.701827806989305,18.105823046
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,125.95,5.567856573,6.270758345,15.5,53.8,41.5,0.949,24.884,27613.0,354.0,17.89931102,3.67,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-38.3,25.833000000000002,22.620913155479734,0.9876953893479272,13.630517714
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,98.7,6.560332199,6.968637174,13.0,46.6,32.3,0.38,35.695,26526.0,385.0,16.96410507,3.61,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-33.6,36.075,15.044969828668885,0.9488142504560575,12.957873548999999
22-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,141.14,4.566853902,6.510523934,20.8,38.1,33.9,0.987,31.991,26605.0,377.0,15.90071615,3.69,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-17.3,32.978,30.905302212139823,0.9516400185999928,12.237501304999999
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,134.54,5.918357337,6.654873959,11.0,41.8,31.5,1.215,33.277,23432.0,339.0,15.1197393,2.67,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-30.799999999999997,34.492000000000004,22.732659138185458,0.8381442930214258,11.38481751
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,134.02,6.893181921,6.150776924,6.2,46.2,35.5,1.099,27.909,25528.0,345.0,14.20288973,2.85,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-40.0,29.008,19.442399973763873,0.9131165718782416,10.797022811
22-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,135.93,4.84252053,6.191127437,9.8,38.6,34.7,0.572,18.765,17919.0,445.0,14.10999444,2.7,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-28.8,19.337,28.07009266308676,0.6409485996351539,10.686996107999999
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,137.37,6.960635908,6.589319879,4.2,46.3,34.8,0.951,28.499,27957.0,395.0,14.44705039,2.77,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-42.099999999999994,29.45,19.73526583140455,1.0,10.943935273
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,120.80024,5.423161286,6.817338449,24.2,51.9,38.4,0.847,22.935,21708.0,363.0,21.99198452,2.17,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-27.7,23.782,22.274875046008358,0.7764781628930143,16.045389164
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,63.76,6.839413159,6.149281552,9.7,46.1,36.3,1.011,19.934,20504.0,336.0,16.44955444,3.67,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-36.400000000000006,20.945,9.322437249765802,0.7334120256107594,12.615688108
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,131.3770704,5.375713004,6.379810414,23.9,37.6,37.6,0.753,26.67,21580.0,309.0,22.12242817,2.91,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,1,0,0,0,0,0,0,0,0,Normal,-13.700000000000003,27.423000000000002,24.439003775358543,0.7718997031154988,16.358699718999997
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,77.11,4.566853902,6.798339843,24.4,46.9,36.8,0.865,31.826,27613.0,313.0,24.8271881,2.75,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-22.5,32.691,16.884709179382895,0.9876953893479272,18.20403167
22-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,57.03,5.918357337,6.776756473,15.2,45.4,38.9,0.821,21.089,19421.0,304.0,24.58174141,3.93,Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-30.2,21.91,9.636119746177469,0.6946739635869371,18.386218986999996
22-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,91.44124959,3.105982448,5.936198936,24.2,44.4,36.3,1.145,17.354,21699.0,398.0,34.97300419,3.11,No_Machine_Failure,2022-02-22,2022,2,22,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-20.2,18.499,29.440362629505756,0.7761562399399077,25.414102932999995
22-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,99.38790197,5.245609345,5.933170369,10.6,45.5,35.2,1.5,34.791,21095.0,325.0,22.63105001,1.91,No_Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-34.9,36.291,18.946874506530758,0.7545516328647566,16.414735006999997
22-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,130.8841723,5.243661854,6.406467663,4.5,48.2,41.5,1.403,31.978,21078.0,369.0,22.64930259,2.02,No_Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-43.7,33.381,24.960452436527383,0.7539435561755553,16.460511813
22-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,144.3939753,5.244889136,6.635755257,11.9,48.0,42.3,0.892,21.597,21092.0,325.0,22.63426892,2.01,No_Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-36.1,22.489,27.53041514431736,0.7544443252137211,16.446988244
22-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,136.1122777,5.243642708,7.179188593,12.2,46.1,36.2,0.711,17.491,21078.0,433.0,22.64930259,3.0,No_Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-33.900000000000006,18.201999999999998,25.957580498827532,0.7539435561755553,16.754511813
22-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,64.25,5.358623507,5.591788567,15.0,46.2,33.7,1.39,24.684,21951.0,320.0,16.44955444,2.69,Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-31.200000000000003,26.074,11.990019436161147,0.7851700826268913,12.321688108
22-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,56.95,4.86086247,6.708261368,16.4,45.2,33.4,0.993,24.123,20504.0,401.0,15.90071615,2.77,Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-28.800000000000004,25.116,11.716027834871042,0.7334120256107594,11.961501304999999
22-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,55.28,6.863944117,6.201921449,18.2,49.3,33.2,0.435,29.467,26605.0,321.0,17.89931102,2.61,Machine_Failure,2022-01-22,2022,1,22,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-31.099999999999998,29.901999999999997,8.053678622337188,0.9516400185999928,13.312517713999998
21-12-2021,Makino-L2-Unit1-2015,Shopfloor-L2,88.25,4.566853902,6.383053146,21.8,51.6,39.0,0.889,31.985,26526.0,383.0,15.1197393,2.83,Machine_Failure,2021-12-21,2021,12,21,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-29.8,32.874,19.324025224750883,0.9488142504560575,11.43281751
21-12-2021,Makino-L2-Unit1-2015,Shopfloor-L2,53.26,6.839413159,6.020689536,14.1,51.8,32.4,0.969,31.491,27613.0,380.0,16.96410507,2.86,Machine_Failure,2021-12-21,2021,12,21,Tuesday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-37.699999999999996,32.46,7.7872178155979705,0.9876953893479272,12.732873548999999
21-05-2022,Makino-L3-Unit1-2015,Shopfloor-L3,73.93,5.567856573,6.288856904,19.9,47.9,33.7,0.964,19.505,23432.0,305.0,14.20288973,2.45,Machine_Failure,2022-05-21,2022,5,21,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-28.0,20.468999999999998,13.278000076098584,0.8381442930214258,10.677022810999999
21-05-2022,Makino-L1-Unit1-2013,Shopfloor-L1,89.4587468,5.146634139,6.863143646,7.4,49.4,35.5,0.389,22.487,19197.0,298.0,32.37045571,3.03,No_Machine_Failure,2022-05-21,2022,5,21,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-42.0,22.875999999999998,17.381990711580286,0.6866616589762851,23.568318997
21-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,96.95,6.560332199,7.615252420500001,4.9,51.3,35.5,0.724,24.128,20801.0,340.0,16.44955444,3.33,Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,1,0,0,0,0,0,0,0,0,0,1,Normal,-46.4,24.852,14.778215044472628,0.7440354830632757,12.513688108
21-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,90.42,5.918357337,6.555394042,15.8,48.2,32.2,0.448,21.862,25528.0,420.0,15.90071615,2.63,Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-32.400000000000006,22.31,15.277887908984162,0.9131165718782416,11.919501304999999
21-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,140.4390823,3.053148837,6.80347624,7.4,50.8,33.9,1.042,24.878,18436.0,348.0,35.5812209,1.85,No_Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-43.4,25.92,45.99811204683828,0.6594412848302751,25.461854629999998
21-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,160.0,6.893181921,6.594573513,9.6,43.7,31.6,1.399,20.344,17919.0,299.0,17.89931102,2.64,Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-34.1,21.743000000000002,23.211341559485298,0.6409485996351539,13.321517713999999
21-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,91.59,4.84252053,5.99173419,13.4,49.5,32.4,0.484,26.725,27957.0,405.0,16.96410507,2.72,Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-36.1,27.209000000000003,18.913704016862475,1.0,12.690873548999999
21-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,90.4587468,5.178800498,5.857393389,22.0,51.2,30.7,1.016,35.639,20833.0,407.0,22.91566265,2.75,No_Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.200000000000003,36.655,17.46712329137495,0.7451800980076546,16.865963855
21-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,80.726488,5.17916007,6.606539016,22.0,45.6,31.4,1.514,25.618,20834.0,337.0,22.91456273,2.92,No_Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-23.6,27.131999999999998,15.586791469837696,0.7452158672246665,16.916193911
21-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,81.1382212,5.11094948,7.182274791,21.4,49.6,38.9,1.409,15.905,20557.0,301.0,23.22333025,2.81,No_Machine_Failure,2022-04-21,2022,4,21,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-28.200000000000003,17.314,15.875371399679732,0.7353077941123869,17.099331175
21-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,78.23183481,6.052287047,5.965809575,4.5,47.7,35.9,1.113,28.623,17726.0,336.0,34.97300419,3.33,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-43.2,29.736,12.925995446428468,0.6340451407518689,25.480102932999994
21-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,77.72,4.20699793,6.396739043,4.5,47.0,29.5,1.295,24.991,20504.0,315.0,14.20288973,2.55,Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-42.5,26.286,18.473981041393095,0.7334120256107594,10.707022811
21-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,54.11,4.205222142,6.533211343,9.5,49.3,25.1,0.782,22.207,26605.0,308.0,28.33246291,2.27,Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,1,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-39.8,22.989,12.867334512384481,0.9516400185999928,20.513724037
21-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,85.63,4.212618709,6.856269284,20.2,46.5,36.1,0.583,27.952,27613.0,350.0,28.27708346,2.24,Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-26.3,28.535,20.32702362002447,0.9876953893479272,20.465958422
21-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,82.9688079,6.01364076,6.496659317,11.9,47.2,41.3,0.496,15.469,15217.0,298.0,32.51929855,3.23,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-35.300000000000004,15.965,13.796768249256045,0.5443001752691634,23.732508985000003
21-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,80.726488,6.014426275,6.709054414,9.9,53.4,37.6,0.863,17.96,14152.0,377.0,30.51400825,3.19,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-43.5,18.823,13.422142746275496,0.5062059591515542,22.316805775
21-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,134.9523779,6.084072168,6.671445506,12.2,44.6,33.6,1.212,29.764,16198.0,283.0,33.92336502,3.36,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-32.400000000000006,30.976,22.181258567214286,0.5793897771577781,24.754355513999997
21-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,71.99,4.19194524,6.220352142,6.8,44.2,40.0,0.717,24.459,26526.0,399.0,28.37456166,2.35,Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-37.400000000000006,25.176,17.173411358780058,0.9488142504560575,20.567193162
21-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,88.27913423,3.105982448,6.521625201,29.8,55.9,35.1,1.376,22.82,24094.0,404.0,19.8141446,3.36,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-26.099999999999998,24.196,28.42229011527241,0.8618235146832636,14.877901219999998
21-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,141.601172,6.020676082,6.599995033,5.7,45.4,32.0,1.245,23.922,23945.0,338.0,35.5812209,2.02,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-39.699999999999996,25.167,23.519148027801176,0.8564939013484995,25.51285463
21-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,131.6756367,6.1049761,6.335172174,6.8,49.7,38.1,0.952,24.832,24151.0,404.0,32.37045571,3.17,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-42.900000000000006,25.784,21.568575297125243,0.8638623600529385,23.610318997
21-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,134.4210623,6.059746373,6.298123031,8.7,48.9,33.3,1.367,27.744,24074.0,416.0,33.35511961,3.4,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-40.2,29.111,22.182621850137288,0.8611081303430268,24.368583727
21-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,169.3223779,3.895031347,6.705332623,12.2,41.7,36.0,1.066,21.698,24092.0,325.0,19.81578947,3.36,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.500000000000004,22.764,43.471377458980946,0.8617519762492399,14.879052628999997
21-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,139.9190536,3.126011472,6.553481563,29.8,48.3,38.8,0.974,30.12,24097.0,269.0,19.8116778,3.13,No_Machine_Failure,2022-03-21,2022,3,21,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-18.499999999999996,31.094,44.75960976255816,0.8619308223342991,14.807174459999999
